id,title,theme,genre,scene_type,location,time,emotion,emotion_intensity,characters,summary,blocking_count,lighting_cue_count,sound_cue_count
natok_094,মোবাইল আসক্তি - ছোট নাটক 094,মোবাইল আসক্তি,awareness,decision,চায়ের দোকান,সকাল,দ্বিধা,0.84,তিথি | লাবণ্য,চায়ের দোকান-এ মোবাইল আসক্তি নিয়ে তিথি ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_095,বন্ধুত্বের পরীক্ষা - ছোট নাটক 095,বন্ধুত্বের পরীক্ষা,emotional_drama,reconciliation,শ্রেণিকক্ষ,সকাল,উদ্বেগ,0.73,তিথি | মিতা,শ্রেণিকক্ষ-এ বন্ধুত্বের পরীক্ষা নিয়ে তিথি ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_096,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 096,পারিবারিক ভুল বোঝাবুঝি,social_drama,reconciliation,চায়ের দোকান,সকাল,রাগ,0.58,লাবণ্য | তানভীর,চায়ের দোকান-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে লাবণ্য ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_097,অনলাইন প্রতারণা - ছোট নাটক 097,অনলাইন প্রতারণা,family_drama,revelation,শ্রেণিকক্ষ,সকাল,দুঃখ,0.71,লাবণ্য | আফসানা,শ্রেণিকক্ষ-এ অনলাইন প্রতারণা নিয়ে লাবণ্য ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_098,নারীর শিক্ষা - ছোট নাটক 098,নারীর শিক্ষা,student_life,reconciliation,গ্রামের উঠান,সন্ধ্যা,দ্বিধা,0.79,মৌ | নীরা,গ্রামের উঠান-এ নারীর শিক্ষা নিয়ে মৌ ও নীরা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_099,সততার মূল্য - ছোট নাটক 099,সততার মূল্য,awareness,decision,শ্রেণিকক্ষ,বিকেল,উদ্বেগ,0.85,জয়া | রাফি,শ্রেণিকক্ষ-এ সততার মূল্য নিয়ে জয়া ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_100,পরিবেশ দূষণ - ছোট নাটক 100,পরিবেশ দূষণ,emotional_drama,confrontation,ছাত্রাবাস,বিকেল,দুঃখ,0.61,মিতা | সামি,ছাত্রাবাস-এ পরিবেশ দূষণ নিয়ে মিতা ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_101,দারিদ্র্য ও শিক্ষা - ছোট নাটক 101,দারিদ্র্য ও শিক্ষা,social_drama,revelation,গ্রামের উঠান,রাত,দুঃখ,0.74,তানভীর | আফসানা,গ্রামের উঠান-এ দারিদ্র্য ও শিক্ষা নিয়ে তানভীর ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_102,বিশ্বাস ভঙ্গ - ছোট নাটক 102,বিশ্বাস ভঙ্গ,family_drama,revelation,বসার ঘর,রাত,দুঃখ,0.72,তানভীর | তিথি,বসার ঘর-এ বিশ্বাস ভঙ্গ নিয়ে তানভীর ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_103,পুরোনো চিঠি - ছোট নাটক 103,পুরোনো চিঠি,student_life,confrontation,গ্রামের উঠান,বিকেল,উদ্বেগ,0.77,মৌ | রাফি,গ্রামের উঠান-এ পুরোনো চিঠি নিয়ে মৌ ও রাফি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_104,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 104,স্বপ্ন বনাম বাস্তবতা,awareness,decision,বিশ্ববিদ্যালয়ের করিডর,সকাল,উদ্বেগ,0.67,রাফি | শীলা,বিশ্ববিদ্যালয়ের করিডর-এ স্বপ্ন বনাম বাস্তবতা নিয়ে রাফি ও শীলা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_105,বেকারত্ব - ছোট নাটক 105,বেকারত্ব,emotional_drama,reconciliation,চায়ের দোকান,রাত,উদ্বেগ,0.73,নাঈম | মৌ,চায়ের দোকান-এ বেকারত্ব নিয়ে নাঈম ও মৌ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_106,সাইবার বুলিং - ছোট নাটক 106,সাইবার বুলিং,social_drama,confrontation,ছাত্রাবাস,রাত,আশা,0.86,রাহাত | নাঈম,ছাত্রাবাস-এ সাইবার বুলিং নিয়ে রাহাত ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_107,ভুয়া খবর - ছোট নাটক 107,ভুয়া খবর,family_drama,revelation,বিশ্ববিদ্যালয়ের করিডর,সকাল,দুঃখ,0.56,মৌ | রিয়াদ,বিশ্ববিদ্যালয়ের করিডর-এ ভুয়া খবর নিয়ে মৌ ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_108,পরীক্ষার চাপ - ছোট নাটক 108,পরীক্ষার চাপ,student_life,decision,বসার ঘর,বিকেল,দ্বিধা,0.56,তানভীর | সুমাইয়া,বসার ঘর-এ পরীক্ষার চাপ নিয়ে তানভীর ও সুমাইয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_109,মোবাইল আসক্তি - ছোট নাটক 109,মোবাইল আসক্তি,awareness,reconciliation,বিশ্ববিদ্যালয়ের করিডর,বিকেল,দ্বিধা,0.82,রাফি | লাবণ্য,বিশ্ববিদ্যালয়ের করিডর-এ মোবাইল আসক্তি নিয়ে রাফি ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_110,বন্ধুত্বের পরীক্ষা - ছোট নাটক 110,বন্ধুত্বের পরীক্ষা,emotional_drama,confrontation,বসার ঘর,বিকেল,দ্বিধা,0.56,মৌ | তিথি,বসার ঘর-এ বন্ধুত্বের পরীক্ষা নিয়ে মৌ ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_111,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 111,পারিবারিক ভুল বোঝাবুঝি,social_drama,confrontation,পার্ক,সকাল,রাগ,0.57,রিয়াদ | নীরা,পার্ক-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে রিয়াদ ও নীরা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_112,অনলাইন প্রতারণা - ছোট নাটক 112,অনলাইন প্রতারণা,family_drama,reconciliation,বাসস্ট্যান্ড,রাত,দুঃখ,0.6,শীলা | সামি,বাসস্ট্যান্ড-এ অনলাইন প্রতারণা নিয়ে শীলা ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_113,নারীর শিক্ষা - ছোট নাটক 113,নারীর শিক্ষা,student_life,decision,গ্রামের উঠান,সকাল,দুঃখ,0.76,তিথি | আফসানা,গ্রামের উঠান-এ নারীর শিক্ষা নিয়ে তিথি ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_114,সততার মূল্য - ছোট নাটক 114,সততার মূল্য,awareness,decision,বাসস্ট্যান্ড,সন্ধ্যা,দ্বিধা,0.61,মেহজাবিন | রিয়াদ,বাসস্ট্যান্ড-এ সততার মূল্য নিয়ে মেহজাবিন ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_115,পরিবেশ দূষণ - ছোট নাটক 115,পরিবেশ দূষণ,emotional_drama,reconciliation,গ্রামের উঠান,বিকেল,দুঃখ,0.66,মিতা | মেহজাবিন,গ্রামের উঠান-এ পরিবেশ দূষণ নিয়ে মিতা ও মেহজাবিন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_116,দারিদ্র্য ও শিক্ষা - ছোট নাটক 116,দারিদ্র্য ও শিক্ষা,social_drama,confrontation,পার্ক,বিকেল,দ্বিধা,0.75,মিতা | ইমন,পার্ক-এ দারিদ্র্য ও শিক্ষা নিয়ে মিতা ও ইমন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_117,বিশ্বাস ভঙ্গ - ছোট নাটক 117,বিশ্বাস ভঙ্গ,family_drama,reconciliation,ছাত্রাবাস,বিকেল,দুঃখ,0.57,রাহাত | নাঈম,ছাত্রাবাস-এ বিশ্বাস ভঙ্গ নিয়ে রাহাত ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_118,পুরোনো চিঠি - ছোট নাটক 118,পুরোনো চিঠি,student_life,confrontation,বসার ঘর,সকাল,রাগ,0.62,জয়া | আফসানা,বসার ঘর-এ পুরোনো চিঠি নিয়ে জয়া ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_119,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 119,স্বপ্ন বনাম বাস্তবতা,awareness,decision,চায়ের দোকান,বিকেল,দুঃখ,0.68,রিয়াদ | জয়া,চায়ের দোকান-এ স্বপ্ন বনাম বাস্তবতা নিয়ে রিয়াদ ও জয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_120,বেকারত্ব - ছোট নাটক 120,বেকারত্ব,emotional_drama,decision,বিশ্ববিদ্যালয়ের করিডর,সন্ধ্যা,আশা,0.63,রাফি | মিতা,বিশ্ববিদ্যালয়ের করিডর-এ বেকারত্ব নিয়ে রাফি ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_121,সাইবার বুলিং - ছোট নাটক 121,সাইবার বুলিং,social_drama,decision,বাসস্ট্যান্ড,সকাল,আশা,0.87,সামি | নাঈম,বাসস্ট্যান্ড-এ সাইবার বুলিং নিয়ে সামি ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_122,ভুয়া খবর - ছোট নাটক 122,ভুয়া খবর,family_drama,confrontation,পার্ক,রাত,উদ্বেগ,0.68,মিতা | রাহাত,পার্ক-এ ভুয়া খবর নিয়ে মিতা ও রাহাত-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_123,পরীক্ষার চাপ - ছোট নাটক 123,পরীক্ষার চাপ,student_life,revelation,ছাত্রাবাস,বিকেল,রাগ,0.88,ইমন | তিথি,ছাত্রাবাস-এ পরীক্ষার চাপ নিয়ে ইমন ও তিথি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_124,মোবাইল আসক্তি - ছোট নাটক 124,মোবাইল আসক্তি,awareness,confrontation,পার্ক,সন্ধ্যা,দুঃখ,0.67,আফসানা | নাবিল,পার্ক-এ মোবাইল আসক্তি নিয়ে আফসানা ও নাবিল-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_125,বন্ধুত্বের পরীক্ষা - ছোট নাটক 125,বন্ধুত্বের পরীক্ষা,emotional_drama,decision,পার্ক,সন্ধ্যা,উদ্বেগ,0.83,মিতা | সুমাইয়া,পার্ক-এ বন্ধুত্বের পরীক্ষা নিয়ে মিতা ও সুমাইয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_126,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 126,পারিবারিক ভুল বোঝাবুঝি,social_drama,decision,বসার ঘর,সকাল,উদ্বেগ,0.81,রাহাত | জয়া,বসার ঘর-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে রাহাত ও জয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_127,অনলাইন প্রতারণা - ছোট নাটক 127,অনলাইন প্রতারণা,family_drama,confrontation,শ্রেণিকক্ষ,রাত,আশা,0.67,আফসানা | লাবণ্য,শ্রেণিকক্ষ-এ অনলাইন প্রতারণা নিয়ে আফসানা ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_128,নারীর শিক্ষা - ছোট নাটক 128,নারীর শিক্ষা,student_life,revelation,বিশ্ববিদ্যালয়ের করিডর,বিকেল,আশা,0.82,নাবিল | তানভীর,বিশ্ববিদ্যালয়ের করিডর-এ নারীর শিক্ষা নিয়ে নাবিল ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_129,সততার মূল্য - ছোট নাটক 129,সততার মূল্য,awareness,revelation,বসার ঘর,সকাল,রাগ,0.79,সুমাইয়া | আরিফ,বসার ঘর-এ সততার মূল্য নিয়ে সুমাইয়া ও আরিফ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_130,পরিবেশ দূষণ - ছোট নাটক 130,পরিবেশ দূষণ,emotional_drama,decision,বিশ্ববিদ্যালয়ের করিডর,বিকেল,দুঃখ,0.75,নাঈম | লাবণ্য,বিশ্ববিদ্যালয়ের করিডর-এ পরিবেশ দূষণ নিয়ে নাঈম ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_131,দারিদ্র্য ও শিক্ষা - ছোট নাটক 131,দারিদ্র্য ও শিক্ষা,social_drama,decision,গ্রামের উঠান,রাত,আশা,0.81,আফসানা | মিতা,গ্রামের উঠান-এ দারিদ্র্য ও শিক্ষা নিয়ে আফসানা ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_132,বিশ্বাস ভঙ্গ - ছোট নাটক 132,বিশ্বাস ভঙ্গ,family_drama,revelation,বসার ঘর,বিকেল,দুঃখ,0.59,মিতা | মেহজাবিন,বসার ঘর-এ বিশ্বাস ভঙ্গ নিয়ে মিতা ও মেহজাবিন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_133,পুরোনো চিঠি - ছোট নাটক 133,পুরোনো চিঠি,student_life,reconciliation,বিশ্ববিদ্যালয়ের করিডর,সকাল,উদ্বেগ,0.85,রাহাত | মৌ,বিশ্ববিদ্যালয়ের করিডর-এ পুরোনো চিঠি নিয়ে রাহাত ও মৌ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_134,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 134,স্বপ্ন বনাম বাস্তবতা,awareness,revelation,শ্রেণিকক্ষ,বিকেল,দুঃখ,0.6,সুমাইয়া | মিতা,শ্রেণিকক্ষ-এ স্বপ্ন বনাম বাস্তবতা নিয়ে সুমাইয়া ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_135,বেকারত্ব - ছোট নাটক 135,বেকারত্ব,emotional_drama,confrontation,বাসস্ট্যান্ড,সন্ধ্যা,উদ্বেগ,0.69,রিয়াদ | তানভীর,বাসস্ট্যান্ড-এ বেকারত্ব নিয়ে রিয়াদ ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_136,সাইবার বুলিং - ছোট নাটক 136,সাইবার বুলিং,social_drama,confrontation,ছাত্রাবাস,বিকেল,রাগ,0.66,সোহান | লাবণ্য,ছাত্রাবাস-এ সাইবার বুলিং নিয়ে সোহান ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_137,ভুয়া খবর - ছোট নাটক 137,ভুয়া খবর,family_drama,decision,বিশ্ববিদ্যালয়ের করিডর,সকাল,আশা,0.59,আরিফ | নাঈম,বিশ্ববিদ্যালয়ের করিডর-এ ভুয়া খবর নিয়ে আরিফ ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_138,পরীক্ষার চাপ - ছোট নাটক 138,পরীক্ষার চাপ,student_life,decision,বিশ্ববিদ্যালয়ের করিডর,সকাল,দ্বিধা,0.76,তিথি | নাঈম,বিশ্ববিদ্যালয়ের করিডর-এ পরীক্ষার চাপ নিয়ে তিথি ও নাঈম-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_139,মোবাইল আসক্তি - ছোট নাটক 139,মোবাইল আসক্তি,awareness,reconciliation,বসার ঘর,বিকেল,দ্বিধা,0.62,নাবিল | তানভীর,বসার ঘর-এ মোবাইল আসক্তি নিয়ে নাবিল ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_140,বন্ধুত্বের পরীক্ষা - ছোট নাটক 140,বন্ধুত্বের পরীক্ষা,emotional_drama,reconciliation,শ্রেণিকক্ষ,সকাল,উদ্বেগ,0.61,আফসানা | তানভীর,শ্রেণিকক্ষ-এ বন্ধুত্বের পরীক্ষা নিয়ে আফসানা ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_141,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 141,পারিবারিক ভুল বোঝাবুঝি,social_drama,decision,ছাত্রাবাস,রাত,রাগ,0.73,নীরা | সোহান,ছাত্রাবাস-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে নীরা ও সোহান-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_142,অনলাইন প্রতারণা - ছোট নাটক 142,অনলাইন প্রতারণা,family_drama,confrontation,বসার ঘর,রাত,উদ্বেগ,0.82,তানভীর | আফসানা,বসার ঘর-এ অনলাইন প্রতারণা নিয়ে তানভীর ও আফসানা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_143,নারীর শিক্ষা - ছোট নাটক 143,নারীর শিক্ষা,student_life,reconciliation,বসার ঘর,সন্ধ্যা,আশা,0.76,নাবিল | লাবণ্য,বসার ঘর-এ নারীর শিক্ষা নিয়ে নাবিল ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_144,সততার মূল্য - ছোট নাটক 144,সততার মূল্য,awareness,confrontation,পার্ক,রাত,দ্বিধা,0.71,ইমন | তানভীর,পার্ক-এ সততার মূল্য নিয়ে ইমন ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_145,পরিবেশ দূষণ - ছোট নাটক 145,পরিবেশ দূষণ,emotional_drama,decision,শ্রেণিকক্ষ,বিকেল,দ্বিধা,0.86,সুমাইয়া | মৌ,শ্রেণিকক্ষ-এ পরিবেশ দূষণ নিয়ে সুমাইয়া ও মৌ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_146,দারিদ্র্য ও শিক্ষা - ছোট নাটক 146,দারিদ্র্য ও শিক্ষা,social_drama,reconciliation,বিশ্ববিদ্যালয়ের করিডর,রাত,উদ্বেগ,0.56,রাফি | শীলা,বিশ্ববিদ্যালয়ের করিডর-এ দারিদ্র্য ও শিক্ষা নিয়ে রাফি ও শীলা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_147,বিশ্বাস ভঙ্গ - ছোট নাটক 147,বিশ্বাস ভঙ্গ,family_drama,revelation,বিশ্ববিদ্যালয়ের করিডর,রাত,দ্বিধা,0.69,আফসানা | তানভীর,বিশ্ববিদ্যালয়ের করিডর-এ বিশ্বাস ভঙ্গ নিয়ে আফসানা ও তানভীর-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_148,পুরোনো চিঠি - ছোট নাটক 148,পুরোনো চিঠি,student_life,confrontation,ছাত্রাবাস,সন্ধ্যা,উদ্বেগ,0.84,শীলা | রিয়াদ,ছাত্রাবাস-এ পুরোনো চিঠি নিয়ে শীলা ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_149,স্বপ্ন বনাম বাস্তবতা - ছোট নাটক 149,স্বপ্ন বনাম বাস্তবতা,awareness,confrontation,গ্রামের উঠান,সন্ধ্যা,আশা,0.9,নাঈম | লাবণ্য,গ্রামের উঠান-এ স্বপ্ন বনাম বাস্তবতা নিয়ে নাঈম ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_150,বেকারত্ব - ছোট নাটক 150,বেকারত্ব,emotional_drama,confrontation,বিশ্ববিদ্যালয়ের করিডর,বিকেল,দুঃখ,0.72,মিতা | লাবণ্য,বিশ্ববিদ্যালয়ের করিডর-এ বেকারত্ব নিয়ে মিতা ও লাবণ্য-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_151,সাইবার বুলিং - ছোট নাটক 151,সাইবার বুলিং,social_drama,confrontation,শ্রেণিকক্ষ,সকাল,রাগ,0.61,মৌ | রিয়াদ,শ্রেণিকক্ষ-এ সাইবার বুলিং নিয়ে মৌ ও রিয়াদ-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_152,ভুয়া খবর - ছোট নাটক 152,ভুয়া খবর,family_drama,revelation,পার্ক,সকাল,উদ্বেগ,0.77,নাঈম | জয়া,পার্ক-এ ভুয়া খবর নিয়ে নাঈম ও জয়া-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_153,পরীক্ষার চাপ - ছোট নাটক 153,পরীক্ষার চাপ,student_life,reconciliation,ছাত্রাবাস,সকাল,আশা,0.63,রিয়াদ | সামি,ছাত্রাবাস-এ পরীক্ষার চাপ নিয়ে রিয়াদ ও সামি-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_154,মোবাইল আসক্তি - ছোট নাটক 154,মোবাইল আসক্তি,awareness,revelation,গ্রামের উঠান,রাত,আশা,0.63,নীরা | মিতা,গ্রামের উঠান-এ মোবাইল আসক্তি নিয়ে নীরা ও মিতা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_155,বন্ধুত্বের পরীক্ষা - ছোট নাটক 155,বন্ধুত্বের পরীক্ষা,emotional_drama,reconciliation,পার্ক,সন্ধ্যা,রাগ,0.67,মেহজাবিন | ইমন,পার্ক-এ বন্ধুত্বের পরীক্ষা নিয়ে মেহজাবিন ও ইমন-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_156,পারিবারিক ভুল বোঝাবুঝি - ছোট নাটক 156,পারিবারিক ভুল বোঝাবুঝি,social_drama,decision,বাসস্ট্যান্ড,বিকেল,দ্বিধা,0.56,ইমন | সোহান,বাসস্ট্যান্ড-এ পারিবারিক ভুল বোঝাবুঝি নিয়ে ইমন ও সোহান-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_157,অনলাইন প্রতারণা - ছোট নাটক 157,অনলাইন প্রতারণা,family_drama,revelation,গ্রামের উঠান,বিকেল,উদ্বেগ,0.67,রাফি | সোহান,গ্রামের উঠান-এ অনলাইন প্রতারণা নিয়ে রাফি ও সোহান-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
natok_158,নারীর শিক্ষা - ছোট নাটক 158,নারীর শিক্ষা,student_life,decision,চায়ের দোকান,বিকেল,দ্বিধা,0.76,ইমন | শীলা,চায়ের দোকান-এ নারীর শিক্ষা নিয়ে ইমন ও শীলা-এর মধ্যে সংক্ষিপ্ত দ্বন্দ্ব তৈরি হয় এবং শেষে তারা সমাধানের দিকে এগোয়।,2,2,2
